timestamp,open,high,low,close,volume
2024-07-26,1.5499999523162842,1.5579999685287476,1.4800000190734863,1.5199999809265137,2668700.0
2024-07-29,1.5199999809265137,1.5299999713897705,1.4199999570846558,1.4199999570846558,2588600.0
2024-07-30,1.440000057220459,1.4700000286102295,1.3700000047683716,1.4500000476837158,3010200.0
2024-07-31,1.4700000286102295,1.5700000524520874,1.4550000429153442,1.5099999904632568,2429300.0
2024-08-01,1.5299999713897705,1.5399999618530273,1.399999976158142,1.399999976158142,3102500.0
2024-08-02,1.309999942779541,1.399999976158142,1.2799999713897705,1.340000033378601,4151100.0
2024-08-05,1.1699999570846558,1.2799999713897705,1.1649999618530273,1.2400000095367432,3288000.0
2024-08-06,1.2799999713897705,1.2799999713897705,1.2100000381469727,1.2300000190734863,1638300.0
2024-08-07,1.2699999809265137,1.2799999713897705,1.1699999570846558,1.190000057220459,3010300.0
2024-08-08,1.2100000381469727,1.25,1.1799999475479126,1.2300000190734863,2423900.0
2024-08-09,1.2300000190734863,1.25,1.2100000381469727,1.2100000381469727,1230100.0
2024-08-12,1.2300000190734863,1.409999966621399,1.2000000476837158,1.350000023841858,8608700.0
2024-08-13,1.3700000047683716,1.3899999856948853,1.25,1.2799999713897705,3880700.0
2024-08-14,1.2999999523162842,1.309000015258789,1.2100000381469727,1.2100000381469727,3821800.0
2024-08-15,1.2599999904632568,1.309999942779541,1.2400000095367432,1.2899999618530273,2506100.0
2024-08-16,1.2799999713897705,1.2999999523162842,1.2400000095367432,1.2599999904632568,1387100.0
2024-08-19,1.2599999904632568,1.3700000047683716,1.2599999904632568,1.3700000047683716,2399500.0
2024-08-20,1.3600000143051147,1.3600000143051147,1.2999999523162842,1.3300000429153442,13327300.0
2024-08-21,1.7899999618530273,1.9600000381469727,1.6299999952316284,1.690000057220459,79219100.0
2024-08-22,1.659999966621399,1.6799999475479126,1.5299999713897705,1.6200000047683716,10917900.0
2024-08-23,1.5499999523162842,1.75,1.5399999618530273,1.7200000286102295,9024500.0
2024-08-26,1.7000000476837158,1.7100000381469727,1.6100000143051147,1.649999976158142,4223400.0
2024-08-27,1.6299999952316284,1.7100000381469727,1.5850000381469727,1.690000057220459,3647100.0
2024-08-28,1.7000000476837158,1.7000000476837158,1.559999942779541,1.5700000524520874,4201700.0
2024-08-29,1.600000023841858,1.6699999570846558,1.5800000429153442,1.6200000047683716,3286900.0
2024-08-30,1.6200000047683716,1.6299999952316284,1.5399999618530273,1.590000033378601,2468800.0
2024-09-03,1.600000023841858,1.6200000047683716,1.4199999570846558,1.440000057220459,3733000.0
2024-09-04,1.4199999570846558,1.4199999570846558,1.3700000047683716,1.3899999856948853,2216000.0
2024-09-05,1.3899999856948853,1.409999966621399,1.350000023841858,1.350000023841858,2153500.0
2024-09-06,1.350000023841858,1.3600000143051147,1.2899999618530273,1.2899999618530273,2142000.0
2024-09-09,1.3200000524520874,1.4299999475479126,1.2999999523162842,1.4299999475479126,3229500.0
2024-09-10,1.4199999570846558,1.4900000095367432,1.3899999856948853,1.4900000095367432,1785100.0
2024-09-11,1.4800000190734863,1.5499999523162842,1.4500000476837158,1.5499999523162842,2262000.0
2024-09-12,1.5399999618530273,1.5800000429153442,1.5099999904632568,1.5499999523162842,1892800.0
2024-09-13,1.559999942779541,1.600000023841858,1.5399999618530273,1.5800000429153442,2077300.0
2024-09-16,1.590000033378601,1.590000033378601,1.5449999570846558,1.5800000429153442,1309500.0
2024-09-17,1.600000023841858,1.659999966621399,1.5800000429153442,1.600000023841858,2611300.0
2024-09-18,1.600000023841858,1.649999976158142,1.5499999523162842,1.559999942779541,2126200.0
2024-09-19,1.6200000047683716,1.6299999952316284,1.559999942779541,1.5800000429153442,2151600.0
2024-09-20,1.5700000524520874,1.600000023841858,1.5520000457763672,1.5800000429153442,4732000.0
2024-09-23,1.600000023841858,1.600000023841858,1.5299999713897705,1.559999942779541,1486400.0
2024-09-24,1.5499999523162842,1.559999942779541,1.5110000371932983,1.5499999523162842,1270900.0
2024-09-25,1.5299999713897705,1.5800000429153442,1.5,1.5499999523162842,1805900.0
2024-09-26,1.5700000524520874,1.590000033378601,1.524999976158142,1.5700000524520874,1668000.0
2024-09-27,1.5700000524520874,1.600000023841858,1.5299999713897705,1.5499999523162842,1907900.0
2024-09-30,1.5299999713897705,1.5499999523162842,1.4500000476837158,1.4600000381469727,2713800.0
2024-10-01,1.440000057220459,1.4600000381469727,1.3600000143051147,1.3799999952316284,2328500.0
2024-10-02,1.4199999570846558,1.4199999570846558,1.3700000047683716,1.3799999952316284,2027100.0
2024-10-03,1.3899999856948853,1.4900000095367432,1.3799999952316284,1.4900000095367432,2473000.0
2024-10-04,1.4900000095367432,1.5299999713897705,1.4700000286102295,1.5099999904632568,1678100.0
2024-10-07,1.590000033378601,1.6100000143051147,1.5199999809265137,1.5399999618530273,3233800.0
